 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Minkowski's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Minkowski_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Minkowski_problem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Minkowski–Hlawka_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Minlos'_theorem" , "software --- theorem" , "Probability theorems --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Miquel's_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Mirsky's_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Mitchell's_embedding_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Mittag-Leffler's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Mnev's_universality_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Modularity_theorem" , "theorem" , "Conjectures which were proven --- Theorems in algebraic geometry --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Modus_non_excipiens" , "populated place --- rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Modus_ponendo_tollens" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Modus_ponens" , "rule of inference" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Modus_tollens" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Mohr–Mascheroni_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Monge's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Monodromy_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Monotone_class_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Monotone_convergence_theorem" , "theorem" , "Theorems in calculus --- Theorems in measure theory --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Monotonicity_of_entailment" , "building --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Monsky's_theorem" , "theorem" , "Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Montel's_theorem" , "theorem" , "Compactness theorems --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Mordell–Weil_theorem" , "Band --- theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Moreau's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Morera's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Mori–Nagata_theorem" , "software --- theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Morley's_categoricity_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Morley's_trisector_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Morrie's_law" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Morse_theory" , "area of mathematics" , "Lemmas" ,
 "http://dbpedia.org/resource/Morse–Palais_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Mostow_rigidity_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Mostowski_collapse_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Mostow–Palais_theorem" , "theorem --- work" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Mountain_pass_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Muirhead's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Mukhopadhyaya_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Multidimensional_Chebyshev's_inequality" , "inequality --- theorem" , "Probabilistic inequalities --- Statistical inequalities" ,
 "http://dbpedia.org/resource/Multidimensional_sampling" , "Election --- theorem" , "Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Multinomial_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Multiplication_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Multiplicity-one_theorem" , "theorem" , "Theorems in number theory --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Mumford's_compactness_theorem" , "theorem" , "Compactness theorems" ,
 "http://dbpedia.org/resource/Mumford_vanishing_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Murakami–Yano_formula" , "agent --- theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Musselman's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Myers's_theorem" , "inequality --- theorem" , "Geometric inequalities --- Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Myers–Steenrod_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Myhill–Nerode_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Müntz–Szász_theorem" , "theorem" , "Theorems in approximation theory" ,
 "http://dbpedia.org/resource/Nachbin's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Nagata's_compactification_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Nagata–Smirnov_metrization_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Nagell–Lutz_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Naimark's_dilation_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Nakayama_lemma" , "lemma" , "Lemmas --- Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Napoleon's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Narasimhan–Seshadri_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Nash_embedding_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Nash–Moser_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Nesbitt's_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Neukirch–Uchida_theorem" , "album" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Newman's_lemma" , "lemma --- river" , "Lemmas" ,
 "http://dbpedia.org/resource/Newton's_theorem_about_ovals" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Neyman–Pearson_lemma" , "lemma --- theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Nick_Katz" , "agent --- human --- person --- scientist" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Nicod's_axiom" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Nielsen_realization_problem" , "theorem --- work" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Nielsen_theory" , "theorem" , "Fixed-point theorems" ,
 "http://dbpedia.org/resource/Nielsen–Schreier_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Nielsen–Thurston_classification" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Nine-point_circle" , "circle --- place" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Nine_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Niven's_theorem" , "theorem" , "Theorems in algebra --- Theorems in geometry" ,
 "http://dbpedia.org/resource/No-communication_theorem" , "theorem" , "Statistical mechanics theorems" ,
 "http://dbpedia.org/resource/No-hair_theorem" , "theorem" , "Theorems in general relativity" ,
 "http://dbpedia.org/resource/No-wandering-domain_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/No_free_lunch_in_search_and_optimization" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/No_free_lunch_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Noether's_second_theorem" , "theorem" , "Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Noether's_theorem_on_rationality_for_surfaces" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Noether_inequality" , "building --- inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Noether_normalization_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Noisy-channel_coding_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Non-squeezing_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Norm_residue_isomorphism_theorem" , "theorem" , "Theorems in algebra --- Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Novikov's_compact_leaf_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Nyquist–Shannon_sampling_theorem" , "bridge" , "Mathematical theorems in theoretical computer science --- Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Néron–Ogg–Shafarevich_criterion" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Ogden's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Oka's_lemma" , "agent --- theorem" , "Lemmas --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Oka_coherence_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Ono's_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Open_and_closed_maps" , "disease" , "Lemmas" ,
 "http://dbpedia.org/resource/Open_mapping_theorem_(complex_analysis)" , "protein --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Open_mapping_theorem_(functional_analysis)" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Optional_stopping_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Ore's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Orlicz–Pettis_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Oseledets_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Osgood's_lemma" , "lemma --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Ostrowski's_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Ostrowski–Hadamard_gap_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/PBR_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/PCP_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Paley–Wiener_theorem" , "theorem" , "Theorems in Fourier analysis --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Paley–Zygmund_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Palm–Khintchine_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Pappus's_area_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Pappus's_centroid_theorem" , "theorem" , "Theorems in calculus --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Pappus's_hexagon_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Parallelogram_law" , "identity --- theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Paris–Harrington_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Parseval's_identity" , "identity --- theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Parseval's_theorem" , "theorem" , "Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Parthasarathy's_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Pascal's_rule" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Pascal's_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry --- Theorems in projective geometry" ,
 "http://dbpedia.org/resource/Pasch's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Peano_existence_theorem" , "theorem" , "Fundamental theorems --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Pedoe's_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Peeling_theorem" , "theorem" , "Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Peetre's_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Peetre_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Peirce's_law" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Peixoto's_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Penrose–Hawking_singularity_theorems" , "theorem" , "Theorems in general relativity" ,
 "http://dbpedia.org/resource/Pentagonal_number_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Perfect_graph_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Perron's_formula" , "agent" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Perron–Frobenius_theorem" , "theorem" , "Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Petersen's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Petersen–Morley_theorem" , "railway line" , "Mathematical theorems --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Peter–Weyl_theorem" , "theorem" , "Theorems in group theory --- Theorems in harmonic analysis --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Petr–Douglas–Neumann_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Pfister's_sixteen-square_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Phragmen–Brouwer_theorem" , "organisation --- theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Phragmén–Lindelöf_principle" , "software --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Picard_theorem" , "Wikimedia disambiguation page --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Picard–Lindelöf_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Pick's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Pickands–Balkema–de_Haan_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Picone_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Pigeonhole_principle" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Piling-up_lemma" , "agent" , "Lemmas" ,
 "http://dbpedia.org/resource/Pinsker's_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Pitot_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Pizza_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Planar_separator_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Plancherel_theorem" , "theorem" , "Theorems in Fourier analysis --- Theorems in functional analysis --- Theorems in harmonic analysis" ,
 "http://dbpedia.org/resource/Plancherel_theorem_for_spherical_functions" , "theorem" , "Theorems in functional analysis --- Theorems in harmonic analysis" ,
